                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    148,                 1.0337,                0.74477,                 1.2254,                 0.5449,                 0.7089,                0.64323,                0.25942,                 2.1109,                 1.5639,                 1.8908,             0.00059715,             0.00059715,             0.00059715
                    149,                 1.0937,                0.79173,                 1.2487,                0.52452,                0.61753,                0.57403,                0.25886,                 2.0785,                 1.5889,                 1.9056,             0.00059149,             0.00059149,             0.00059149
                    150,                  1.026,                  0.749,                 1.2179,                0.58854,                0.77026,                0.65087,                0.27883,                 2.0107,                 1.5489,                 1.8513,             0.00058583,             0.00058583,             0.00058583
                    151,                 1.0608,                0.75031,                 1.2488,                0.63396,                0.56877,                0.65021,                 0.3126,                 1.9337,                  1.497,                 1.8173,             0.00058017,             0.00058017,             0.00058017
                    152,                 1.0186,                 0.7462,                 1.2271,                0.63957,                0.53708,                0.61617,                0.27165,                 1.9923,                 1.6143,                 1.8344,             0.00057452,             0.00057452,             0.00057452
                    153,                 1.0434,                0.77979,                 1.2333,                0.66261,                0.54527,                0.61559,                0.26982,                 1.9715,                 1.5829,                 1.8679,             0.00056886,             0.00056886,             0.00056886
                    154,                 1.0184,                0.76131,                 1.2338,                0.62002,                0.55645,                 0.5989,                0.24258,                 2.0793,                 1.7286,                 1.9549,              0.0005632,              0.0005632,              0.0005632
                    155,                 1.0165,                0.77533,                 1.2085,                0.42527,                0.32636,                0.30794,                0.13863,                 2.3167,                 2.2827,                 2.1599,             0.00055754,             0.00055754,             0.00055754
                    156,                 1.0817,                0.80399,                 1.2669,                0.60864,                0.56167,                0.53094,                0.22484,                 2.1422,                  1.821,                 2.0421,             0.00055188,             0.00055188,             0.00055188
                    157,                 1.0231,                0.75933,                 1.2259,                0.62088,                0.59513,                 0.5924,                0.26313,                 1.9204,                 1.5347,                 1.8483,             0.00054622,             0.00054622,             0.00054622
                    158,                 1.0125,                 0.7375,                 1.2119,                0.51292,                0.53681,                 0.5212,                0.24104,                 2.0337,                 1.7649,                 1.8944,             0.00054056,             0.00054056,             0.00054056
                    159,                 1.0253,                0.73146,                 1.2225,                0.62272,                0.61149,                 0.6208,                0.28718,                 1.9342,                 1.5413,                 1.8013,              0.0005349,              0.0005349,              0.0005349
                    160,                 1.0144,                 0.7583,                 1.2141,                 0.6155,                 0.6098,                0.60033,                0.28483,                 1.9966,                 1.5194,                  1.836,             0.00052924,             0.00052924,             0.00052924
                    161,                 1.0263,                0.73189,                 1.2081,                0.60234,                0.61856,                0.60951,                0.29495,                  1.895,                 1.5084,                 1.7465,             0.00052359,             0.00052359,             0.00052359
                    162,                 1.0346,                 0.7604,                 1.2268,                0.65596,                0.62346,                0.64403,                0.30121,                 1.9277,                 1.4671,                 1.7741,             0.00051793,             0.00051793,             0.00051793
                    163,                0.98908,                0.72896,                 1.2016,                0.57703,                0.58925,                0.57229,                0.27624,                 1.9647,                 1.6345,                 1.8384,             0.00051227,             0.00051227,             0.00051227
                    164,                0.98338,                0.72424,                 1.2081,                0.69679,                0.55851,                0.66076,                0.31078,                 1.9124,                 1.5105,                 1.7824,             0.00050661,             0.00050661,             0.00050661
                    165,                0.97004,                0.69948,                 1.1771,                0.69339,                0.64448,                0.67434,                0.30453,                 1.9617,                 1.4205,                 1.8374,             0.00050095,             0.00050095,             0.00050095
                    166,                0.95096,                 0.6923,                 1.1822,                0.76955,                0.60196,                0.67661,                0.28699,                 2.0444,                 1.4847,                 1.9253,             0.00049529,             0.00049529,             0.00049529
                    167,                0.91353,                0.65113,                 1.1714,                 0.5141,                 0.6072,                0.52308,                0.21975,                 2.0206,                 1.5993,                 1.8999,             0.00048963,             0.00048963,             0.00048963
                    168,                0.98513,                0.69663,                  1.217,                0.60793,                0.57784,                0.59576,                0.28218,                  2.072,                 1.6959,                  1.896,             0.00048397,             0.00048397,             0.00048397
                    169,                0.97086,                0.73366,                 1.2116,                0.59715,                0.59907,                0.61496,                0.26433,                 1.9555,                 1.6357,                 1.8283,             0.00047831,             0.00047831,             0.00047831
                    170,                0.97334,                0.71774,                 1.2019,                0.55625,                0.67649,                0.56584,                 0.2596,                  1.963,                  1.596,                 1.8294,             0.00047266,             0.00047266,             0.00047266
                    171,                0.95466,                0.72857,                 1.1895,                0.68583,                0.66799,                0.69912,                0.32581,                 1.9317,                 1.3462,                 1.7253,               0.000467,               0.000467,               0.000467
                    172,                 1.0069,                0.73663,                 1.2146,                0.60733,                0.68596,                0.64666,                0.29878,                 2.0433,                 1.4849,                 1.8166,             0.00046134,             0.00046134,             0.00046134
                    173,                0.99052,                0.70336,                 1.1908,                0.68255,                0.61399,                 0.6258,                0.30843,                 2.0308,                 1.5478,                 1.8539,             0.00045568,             0.00045568,             0.00045568
                    174,                0.96972,                0.68807,                 1.2108,                0.74867,                0.61726,                0.68465,                0.32314,                 1.9447,                 1.3833,                 1.7561,             0.00045002,             0.00045002,             0.00045002
                    175,                0.96809,                0.70256,                 1.1819,                0.64131,                0.66234,                0.62604,                0.26233,                 1.9675,                 1.5538,                 1.7889,             0.00044436,             0.00044436,             0.00044436
                    176,                0.95793,                0.68849,                 1.1901,                0.56115,                0.57071,                0.53665,                0.24256,                 2.0289,                  1.723,                 1.8658,              0.0004387,              0.0004387,              0.0004387
                    177,                0.96151,                0.70611,                 1.1848,                0.65553,                0.62666,                0.60345,                0.27857,                 1.9459,                 1.5145,                 1.7882,             0.00043304,             0.00043304,             0.00043304
                    178,                 0.9258,                 0.6561,                 1.1726,                 0.5693,                0.63921,                0.56627,                0.25907,                 2.0337,                 1.5493,                 1.8846,             0.00042739,             0.00042739,             0.00042739
                    179,                0.94751,                0.70517,                 1.1617,                0.69597,                0.62296,                0.61945,                0.28467,                 2.0013,                 1.5508,                 1.7773,             0.00042173,             0.00042173,             0.00042173
                    180,                 0.9417,                0.69921,                 1.1781,                0.67871,                0.53811,                0.59024,                  0.282,                 1.9892,                 1.6034,                  1.811,             0.00041607,             0.00041607,             0.00041607
                    181,                0.96745,                0.70005,                 1.1886,                0.67097,                0.51763,                0.59409,                0.28222,                 2.0694,                 1.6073,                 1.8986,             0.00041041,             0.00041041,             0.00041041
                    182,                0.93136,                0.64576,                 1.1579,                0.65533,                0.58839,                0.62274,                0.29823,                 1.9947,                 1.5933,                 1.8562,             0.00040475,             0.00040475,             0.00040475
                    183,                0.93397,                 0.6686,                 1.1754,                0.67863,                 0.6469,                0.65303,                0.26701,                 2.0347,                 1.5413,                 1.8672,             0.00039909,             0.00039909,             0.00039909
                    184,                0.94538,                 0.6792,                 1.1856,                0.66783,                0.65165,                0.64971,                0.24853,                 2.0025,                 1.4968,                 1.8618,             0.00039343,             0.00039343,             0.00039343
                    185,                0.91989,                0.66746,                 1.1625,                0.59183,                0.69478,                0.65807,                0.27486,                  2.021,                 1.5206,                 1.8553,             0.00038777,             0.00038777,             0.00038777
                    186,                0.90297,                0.64069,                   1.17,                 0.6679,                0.59437,                0.59339,                0.27474,                 2.0127,                 1.5672,                 1.8549,             0.00038211,             0.00038211,             0.00038211
                    187,                0.91085,                0.63204,                 1.1546,                0.71991,                0.58855,                0.64233,                0.26948,                 1.9409,                 1.5206,                 1.7747,             0.00037646,             0.00037646,             0.00037646
                    188,                 0.9185,                0.63509,                   1.15,                0.65487,                0.61904,                0.59576,                0.26354,                 1.9956,                 1.5632,                 1.8352,              0.0003708,              0.0003708,              0.0003708
                    189,                0.93743,                0.65447,                 1.1843,                0.62969,                0.58826,                0.55838,                0.26983,                 1.8884,                  1.498,                 1.7618,             0.00036514,             0.00036514,             0.00036514
                    190,                0.91793,                0.63219,                 1.1592,                0.64824,                 0.5922,                0.60318,                0.29038,                 1.9596,                 1.4539,                  1.811,             0.00035948,             0.00035948,             0.00035948
                    191,                0.89363,                 0.6348,                 1.1522,                0.66953,                0.63391,                0.61243,                0.27843,                 1.9442,                 1.4681,                  1.798,             0.00035382,             0.00035382,             0.00035382
                    192,                0.89455,                0.63319,                 1.1568,                0.71018,                0.58286,                0.64118,                0.30303,                 1.9783,                 1.4552,                  1.813,             0.00034816,             0.00034816,             0.00034816
                    193,                0.88755,                0.62386,                 1.1537,                0.64744,                0.60389,                0.62428,                0.30215,                 1.9371,                 1.4557,                 1.8547,              0.0003425,              0.0003425,              0.0003425
                    194,                0.87599,                0.63246,                 1.1675,                0.64447,                0.54694,                0.60393,                0.27959,                 1.9653,                 1.5638,                 1.8791,             0.00033684,             0.00033684,             0.00033684
                    195,                0.90016,                0.61766,                 1.1568,                0.65193,                0.56743,                0.59615,                0.28399,                 1.9515,                 1.4799,                 1.8755,             0.00033119,             0.00033119,             0.00033119
                    196,                0.90736,                0.64382,                 1.1555,                0.68309,                0.55342,                0.61865,                0.27975,                 1.9823,                 1.4893,                 1.8968,             0.00032553,             0.00032553,             0.00032553
                    197,                0.89006,                0.62189,                 1.1412,                0.60031,                0.63399,                0.55892,                0.24262,                 2.0138,                 1.6785,                 1.9511,             0.00031987,             0.00031987,             0.00031987
                    198,                 0.8809,                0.61702,                 1.1594,                0.59798,                0.53356,                0.53475,                0.22429,                 2.0893,                 1.8005,                 1.9534,             0.00031421,             0.00031421,             0.00031421
                    199,                0.88837,                0.61917,                 1.1241,                0.59967,                0.56718,                 0.5712,                0.24627,                 1.9834,                 1.7611,                 1.8422,             0.00030855,             0.00030855,             0.00030855
                    200,                0.86964,                0.63138,                 1.1296,                0.60478,                0.63025,                0.57891,                0.26931,                 2.0804,                 1.5519,                 1.9764,             0.00030289,             0.00030289,             0.00030289
                    201,                0.88799,                0.63849,                 1.1426,                0.61204,                0.58286,                0.61823,                 0.3087,                 2.0297,                 1.5502,                 1.9221,             0.00029723,             0.00029723,             0.00029723
                    202,                0.84852,                0.61125,                 1.1299,                0.70988,                0.63112,                0.60752,                0.29976,                 2.0815,                 1.5617,                 1.9487,             0.00029157,             0.00029157,             0.00029157
                    203,                0.89081,                0.64503,                 1.1333,                 0.6234,                0.59243,                0.59591,                 0.2844,                 1.9892,                 1.5934,                 1.8527,             0.00028591,             0.00028591,             0.00028591
                    204,                0.85041,                0.60135,                 1.1291,                0.62048,                 0.5703,                0.56887,                0.23998,                  1.967,                 1.6182,                 1.8291,             0.00028026,             0.00028026,             0.00028026
                    205,                0.88725,                0.62126,                 1.1401,                0.58591,                0.55989,                0.57441,                0.25355,                 2.0743,                 1.6581,                 1.9204,              0.0002746,              0.0002746,              0.0002746
                    206,                0.85867,                0.59459,                 1.1239,                0.68763,                0.58528,                 0.6288,                0.26424,                 1.9799,                 1.6384,                 1.8434,             0.00026894,             0.00026894,             0.00026894
                    207,                0.88912,                0.61767,                 1.1584,                0.71851,                0.63065,                0.65576,                0.28176,                 1.9451,                 1.5756,                 1.8657,             0.00026328,             0.00026328,             0.00026328
                    208,                0.88129,                0.62295,                 1.1442,                0.77365,                 0.5807,                0.66513,                0.27759,                 2.0304,                 1.4922,                 1.9205,             0.00025762,             0.00025762,             0.00025762
                    209,                0.87975,                0.62364,                 1.1402,                0.69112,                0.66316,                0.64818,                0.29365,                 1.9556,                 1.4461,                 1.8911,             0.00025196,             0.00025196,             0.00025196
                    210,                0.83424,                0.58352,                  1.112,                0.69176,                0.62606,                0.61248,                0.27074,                 2.0053,                  1.544,                  1.916,              0.0002463,              0.0002463,              0.0002463
                    211,                0.84072,                0.57557,                 1.1175,                0.57136,                0.61793,                0.55598,                0.26351,                 1.9396,                  1.603,                 1.8481,             0.00024064,             0.00024064,             0.00024064
                    212,                0.87637,                0.60542,                 1.1358,                0.60288,                 0.6237,                0.59467,                0.26949,                 1.8931,                 1.5371,                 1.8128,             0.00023498,             0.00023498,             0.00023498
                    213,                0.83193,                0.57146,                 1.1221,                0.68329,                0.58627,                0.57315,                 0.2744,                 1.8432,                 1.5185,                 1.7883,             0.00022933,             0.00022933,             0.00022933
                    214,                0.87524,                0.62305,                 1.1362,                0.63996,                0.56472,                 0.5971,                0.29709,                 1.8756,                 1.5159,                 1.7874,             0.00022367,             0.00022367,             0.00022367
                    215,                0.82227,                0.56681,                 1.1078,                0.70281,                0.63182,                0.61747,                0.28599,                 1.8748,                 1.5611,                 1.8214,             0.00021801,             0.00021801,             0.00021801
                    216,                0.82425,                0.55146,                 1.1196,                0.66999,                0.60476,                0.62234,                0.30685,                 1.9017,                  1.488,                 1.8341,             0.00021235,             0.00021235,             0.00021235
                    217,                0.81159,                0.58038,                 1.1196,                0.70735,                0.59773,                0.64175,                0.31836,                 1.9241,                 1.4498,                 1.8443,             0.00020669,             0.00020669,             0.00020669
                    218,                0.84891,                0.58148,                  1.129,                0.64468,                0.61669,                0.60502,                0.28786,                 1.8993,                 1.4665,                 1.8211,             0.00020103,             0.00020103,             0.00020103
                    219,                0.81705,                0.57961,                  1.096,                0.68959,                0.60317,                0.61796,                0.30055,                 1.9151,                 1.5162,                 1.8566,             0.00019537,             0.00019537,             0.00019537
                    220,                0.80152,                0.56328,                 1.0993,                0.63852,                0.57849,                0.59242,                0.28731,                 1.9889,                 1.5774,                 1.8927,             0.00018971,             0.00018971,             0.00018971
                    221,                0.79456,                0.55241,                 1.0958,                0.74505,                 0.5605,                 0.6324,                0.30016,                 1.9252,                 1.4549,                 1.8638,             0.00018406,             0.00018406,             0.00018406
                    222,                0.80377,                0.56058,                 1.0958,                0.67084,                0.63699,                0.63598,                 0.3025,                 1.9449,                 1.5196,                 1.8962,              0.0001784,              0.0001784,              0.0001784
                    223,                0.79947,                 0.5696,                 1.1007,                 0.6593,                0.63177,                0.62641,                0.31176,                 1.9183,                 1.4546,                 1.8237,             0.00017274,             0.00017274,             0.00017274
                    224,                0.77724,                0.54758,                 1.0781,                0.63068,                0.61414,                0.62082,                0.30011,                  1.948,                 1.5299,                 1.8269,             0.00016708,             0.00016708,             0.00016708
                    225,                0.77987,                0.56572,                 1.0938,                0.67605,                0.60382,                0.61984,                0.30228,                 1.9216,                 1.5166,                 1.8411,             0.00016142,             0.00016142,             0.00016142
                    226,                0.79349,                0.54125,                  1.091,                0.66991,                0.63222,                0.61241,                 0.2841,                 1.9775,                 1.4648,                 1.9208,             0.00015576,             0.00015576,             0.00015576
                    227,                0.73944,                0.50591,                  1.067,                0.73988,                0.56546,                0.60273,                0.29863,                 1.9367,                 1.5047,                 1.8615,              0.0001501,              0.0001501,              0.0001501
                    228,                0.76476,                0.52814,                 1.0748,                0.72495,                0.54723,                0.59811,                0.29248,                 1.9163,                 1.5684,                 1.8472,             0.00014444,             0.00014444,             0.00014444
                    229,                0.76326,                 0.5374,                 1.1008,                 0.7094,                0.57753,                0.61075,                 0.2908,                 1.9078,                 1.4482,                 1.8524,             0.00013878,             0.00013878,             0.00013878
                    230,                0.77887,                0.54693,                 1.0869,                0.69853,                 0.5694,                0.62664,                0.30688,                 1.8971,                 1.5486,                  1.838,             0.00013313,             0.00013313,             0.00013313
                    231,                0.74843,                0.52497,                 1.0712,                0.64106,                0.56568,                0.59154,                0.28305,                 1.9505,                 1.5143,                 1.8992,             0.00012747,             0.00012747,             0.00012747
                    232,                0.76724,                0.52451,                 1.0765,                0.66221,                0.64213,                0.63575,                0.29672,                 1.9329,                 1.4471,                 1.9009,             0.00012181,             0.00012181,             0.00012181
                    233,                0.78675,                0.54623,                 1.0862,                0.67861,                0.60005,                0.62159,                0.30108,                 1.9681,                 1.4369,                  1.941,             0.00011615,             0.00011615,             0.00011615
                    234,                0.76228,                0.52055,                 1.0822,                0.68568,                0.66316,                0.63083,                0.28451,                 1.9995,                 1.4636,                 1.9313,             0.00011049,             0.00011049,             0.00011049
                    235,                0.77495,                0.53751,                 1.0807,                0.65726,                0.63285,                0.61082,                0.27496,                 1.9879,                 1.4685,                 1.9159,             0.00010483,             0.00010483,             0.00010483
                    236,                0.72797,                0.52333,                 1.0761,                0.62807,                0.64635,                0.58271,                0.26183,                 1.9455,                 1.5271,                 1.8705,             9.9173e-05,             9.9173e-05,             9.9173e-05
                    237,                0.77892,                0.54783,                 1.0996,                0.70744,                0.63965,                0.58807,                0.26526,                  1.971,                 1.5206,                 1.9066,             9.3514e-05,             9.3514e-05,             9.3514e-05
                    238,                0.74757,                0.52864,                 1.0794,                 0.7316,                0.57305,                0.58918,                0.27043,                 1.9431,                 1.5589,                 1.8733,             8.7855e-05,             8.7855e-05,             8.7855e-05
                    239,                  0.783,                0.52906,                 1.0754,                0.70784,                0.53964,                0.59334,                0.29402,                 1.9292,                 1.5308,                 1.8517,             8.2196e-05,             8.2196e-05,             8.2196e-05
                    240,                0.76089,                0.53712,                 1.0875,                0.64392,                0.61565,                0.60212,                0.28752,                 1.9054,                 1.5397,                 1.8462,             7.6537e-05,             7.6537e-05,             7.6537e-05
                    241,                0.67855,                 0.5468,                 1.0135,                0.60817,                0.63159,                0.57338,                0.27144,                 1.9324,                 1.5243,                 1.8911,             7.0878e-05,             7.0878e-05,             7.0878e-05
                    242,                0.66975,                0.49819,                 1.0219,                0.59957,                0.73033,                0.62992,                0.27907,                 1.9927,                 1.4934,                 1.9528,              6.522e-05,              6.522e-05,              6.522e-05
                    243,                0.66905,                0.48563,                 1.0106,                0.64206,                0.65185,                0.63464,                0.29903,                 1.9831,                 1.5175,                 1.9528,             5.9561e-05,             5.9561e-05,             5.9561e-05
                    244,                0.68232,                 0.4833,                 1.0121,                 0.6798,                0.64148,                0.62715,                0.29611,                 1.9687,                 1.5376,                 1.8965,             5.3902e-05,             5.3902e-05,             5.3902e-05
                    245,                0.62827,                0.45091,                0.98261,                0.71286,                0.62856,                0.62733,                0.30073,                  1.909,                 1.5468,                 1.8577,             4.8243e-05,             4.8243e-05,             4.8243e-05
                    246,                0.63443,                0.44456,                0.99698,                0.63144,                0.61961,                 0.6077,                0.30102,                  1.899,                 1.5034,                 1.8618,             4.2584e-05,             4.2584e-05,             4.2584e-05
                    247,                0.64359,                0.44398,                0.99443,                 0.6132,                0.63448,                0.59336,                0.27354,                 1.9415,                 1.5053,                 1.8803,             3.6925e-05,             3.6925e-05,             3.6925e-05
                    248,                0.61983,                 0.4428,                0.97988,                0.61299,                0.66931,                0.58902,                0.25916,                 1.9784,                 1.5439,                 1.9091,             3.1267e-05,             3.1267e-05,             3.1267e-05
                    249,                0.61301,                0.43576,                  0.978,                 0.7476,                0.61399,                0.61832,                 0.2728,                 1.9771,                 1.5575,                 1.9225,             2.5608e-05,             2.5608e-05,             2.5608e-05
                    250,                0.63109,                0.43972,                0.99965,                0.71724,                0.61832,                 0.5926,                0.27558,                 1.9469,                 1.5565,                 1.8967,             1.9949e-05,             1.9949e-05,             1.9949e-05
